Order ID,Order Date,Customer ID,Product ID,Quantity
QEV-37451-860,9/5/2019,17670-51384-MA,R-M-1,2
QEV-37451-860,9/5/2019,17670-51384-MA,E-M-0.5,5
FAA-43335-268,6/17/2021,21125-22134-PX,A-L-1,1
KAC-83089-793,7/15/2021,23806-46781-OU,E-M-1,2
KAC-83089-793,7/15/2021,23806-46781-OU,R-L-2.5,2
CVP-18956-553,8/4/2021,86561-91660-RB,L-D-1,3
IPP-31994-879,1/21/2022,65223-29612-CB,E-D-0.5,3
SNZ-65340-705,5/20/2022,21134-81676-FR,L-L-0.2,1
EZT-46571-659,1/2/2019,03396-68805-ZC,R-M-0.5,3
NWQ-70061-912,9/5/2019,61021-27840-ZN,R-M-0.5,1
BKK-47233-845,3/8/2021,76239-90137-UQ,A-D-1,4
VQR-01002-970,10/28/2020,49315-21985-BB,E-L-2.5,5
SZW-48378-399,7/2/2022,34136-36674-OM,R-M-1,5
ITA-87418-783,5/22/2020,39396-12890-PE,R-D-2.5,2
GNZ-46006-527,4/5/2022,95875-73336-RG,L-D-0.2,3
FYQ-78248-319,6/7/2022,25473-43727-BY,R-M-2.5,5
VAU-44387-624,3/20/2019,99643-51048-IQ,A-M-0.2,6
RDW-33155-159,10/19/2019,62173-15287-CU,A-L-1,6
TDZ-59011-211,6/13/2019,57611-05522-ST,R-D-2.5,4
IDU-25793-399,12/4/2020,76664-37050-DT,A-M-0.2,5
IDU-25793-399,12/4/2020,76664-37050-DT,E-D-0.2,4
NUO-20013-488,12/4/2020,03090-88267-BQ,A-D-0.2,6
UQU-65630-479,1/22/2021,37651-47492-NC,R-M-2.5,4
FEO-11834-332,2/11/2022,95399-57205-HI,A-D-0.2,4
TKY-71558-096,9/15/2021,24010-66714-HW,A-M-1,1
OXY-65322-253,10/24/2020,07591-92789-UA,E-M-0.2,3
EVP-43500-491,2/20/2019,49231-44455-IC,A-M-0.5,4
WAG-26945-689,10/8/2019,50124-88608-EO,A-M-0.2,5
CHE-78995-767,8/2/2022,00888-74814-UZ,A-D-0.5,3
RYZ-14633-602,2/20/2019,14158-30713-OB,A-D-1,4
WOQ-36015-429,9/25/2021,51427-89175-QJ,L-M-0.2,5
WOQ-36015-429,9/25/2021,51427-89175-QJ,A-D-0.5,6
WOQ-36015-429,9/25/2021,51427-89175-QJ,L-M-0.5,6
SCT-60553-454,7/17/2021,39123-12846-YJ,L-L-0.2,5
GFK-52063-244,6/29/2020,44981-99666-XB,L-L-0.5,6
AMM-79521-378,6/1/2021,24825-51803-CQ,A-D-0.5,6
QUQ-90580-772,2/6/2021,77634-13918-GJ,L-M-0.2,2
LGD-24408-274,4/25/2019,13694-25001-LX,L-L-0.5,3
HCT-95608-959,4/25/2020,08523-01791-TI,R-M-2.5,5
OFX-99147-470,11/24/2021,49860-68865-AB,R-M-1,6
LUO-37559-016,4/19/2021,21240-83132-SP,L-M-1,3
XWC-20610-167,7/7/2022,08350-81623-TF,E-D-0.2,2
GPU-79113-136,5/22/2019,73284-01385-SJ,R-D-0.2,3
ULR-52653-960,10/4/2021,04152-34436-IE,L-L-2.5,2
HPI-42308-142,4/11/2020,06631-86965-XP,E-M-0.5,2
XHI-30227-581,1/31/2022,54619-08558-ZU,L-D-2.5,6
DJH-05202-380,11/7/2019,85589-17020-CX,E-M-2.5,2
VMW-26889-781,6/28/2019,36078-91009-WU,A-L-0.2,2
DBU-81099-586,9/11/2020,15770-27099-GX,A-D-2.5,4
PQA-54820-810,8/17/2022,91460-04823-BX,A-L-1,3
XKB-41924-202,8/19/2022,45089-52817-WN,L-D-0.5,2
DWZ-69106-473,5/15/2019,76447-50326-IC,L-L-2.5,4
YHV-68700-050,9/11/2019,26333-67911-OL,R-M-0.5,5
YHV-68700-050,9/11/2019,26333-67911-OL,L-L-2.5,2
KRB-88066-642,3/16/2021,22107-86640-SB,L-M-1,5
LQU-08404-173,12/3/2020,09960-34242-LZ,L-L-1,3
CWK-60159-881,1/27/2020,04671-85591-RT,E-D-0.2,3
EEG-74197-843,7/17/2022,25729-68859-UA,E-L-1,4
UCZ-59708-525,3/4/2022,05501-86351-NX,L-D-2.5,3
HUB-47311-849,12/7/2021,04521-04300-OK,L-M-0.5,3
WYM-17686-694,2/25/2021,58689-55264-VK,A-D-2.5,5
ZYQ-15797-695,2/25/2019,79436-73011-MM,R-D-0.5,5
EEJ-16185-108,2/9/2019,65552-60476-KY,L-L-0.2,5
RWR-77888-800,2/7/2020,69904-02729-YS,A-M-0.5,1
LHN-75209-742,3/23/2020,01433-04270-AX,R-M-0.5,6
TIR-71396-998,3/6/2022,14204-14186-LA,R-D-2.5,4
RXF-37618-213,4/15/2022,32948-34398-HC,R-L-0.5,1
ANM-16388-634,11/19/2021,77343-52608-FF,L-L-0.2,2
WYL-29300-070,10/16/2019,42770-36274-QA,R-M-0.2,1
JHW-74554-805,11/26/2019,14103-58987-ZU,R-M-1,6
KYS-27063-603,6/30/2019,69958-32065-SW,E-L-2.5,4
GAZ-58626-277,1/4/2021,69533-84907-FA,L-L-0.2,2
RPJ-37787-335,10/27/2020,76005-95461-CI,A-M-2.5,3
LEF-83057-763,6/15/2021,15395-90855-VB,L-M-0.2,5
RPW-36123-215,7/19/2021,80640-45811-LB,E-L-0.5,2
WLL-59044-117,7/23/2021,28476-04082-GR,R-D-1,6
AWT-22827-563,1/25/2020,12018-75670-EU,R-L-0.2,1
QLM-07145-668,5/9/2019,86437-17399-FK,E-D-0.2,2
HVQ-64398-930,3/30/2020,62979-53167-ML,A-M-0.5,6
WRT-40778-247,3/13/2022,54810-81899-HL,R-L-1,4
SUB-13006-125,4/17/2019,26103-41504-IB,A-L-0.5,5
CQM-49696-263,10/25/2019,76534-45229-SG,L-L-2.5,3
KXN-85094-246,9/13/2019,81744-27332-RR,L-M-2.5,3
XOQ-12405-419,4/12/2020,91513-75657-PH,R-D-2.5,4
HYF-10254-369,11/14/2019,30373-66619-CB,L-L-0.5,1
XXJ-47000-307,7/18/2019,31582-23562-FM,A-L-2.5,3
XXJ-47000-307,7/18/2019,31582-23562-FM,A-D-0.2,4
ZDK-82166-357,4/3/2021,81431-12577-VD,A-M-1,3
IHN-19982-362,3/29/2021,68894-91205-MP,R-L-1,3
VMT-10030-889,12/15/2021,87602-55754-VN,A-L-1,6
NHL-11063-100,5/20/2020,39181-35745-WH,A-L-1,4
ROV-87448-086,11/2/2020,30381-64762-NG,A-M-2.5,4
DGY-35773-612,7/25/2020,17503-27693-ZH,E-L-1,3
YWH-50638-556,3/14/2019,89442-35633-HJ,E-L-0.5,4
ISL-11200-600,7/2/2020,13654-85265-IL,A-D-0.2,6
LBZ-75997-047,12/17/2019,40946-22090-FP,A-M-2.5,6
EUH-08089-954,12/6/2020,29050-93691-TS,A-D-0.2,2
BLD-12227-251,3/4/2021,64395-74865-WF,A-M-0.5,2
OPY-30711-853,7/17/2021,81861-66046-SU,A-D-0.2,1
DBC-44122-300,11/4/2020,13366-78506-KP,L-M-0.2,3
FJQ-60035-234,4/5/2021,08847-29858-HN,A-L-0.2,2
HSF-66926-425,3/1/2020,00539-42510-RY,L-D-2.5,5
LQG-41416-375,10/19/2021,45190-08727-NV,L-D-1,3
VZO-97265-841,7/8/2022,87049-37901-FU,R-M-0.2,4
MOR-12987-399,8/17/2019,34015-31593-JC,L-M-1,6
UOA-23786-489,5/31/2020,90305-50099-SV,A-M-0.5,6
AJL-52941-018,5/5/2020,55871-61935-MF,E-D-1,2
XSZ-84273-421,4/14/2019,15405-60469-TM,R-M-0.5,3
NUN-48214-216,7/29/2020,06953-94794-FB,A-M-0.5,4
AKV-93064-769,12/12/2019,22305-40299-CY,L-D-0.5,1
BRB-40903-533,6/15/2022,09020-56774-GU,E-L-0.2,3
GPR-19973-483,6/26/2019,92926-08470-YS,R-D-0.5,5
XIY-43041-882,10/12/2021,07250-63194-JO,A-M-1,1
YGY-98425-969,4/1/2019,63787-96257-TQ,L-M-1,1
MSB-08397-648,3/10/2021,49530-25460-RW,R-L-0.2,4
WDR-06028-345,8/16/2019,66508-21373-OQ,L-L-1,1
MXM-42948-061,8/11/2020,20203-03950-FY,L-L-0.2,4
MGQ-98961-173,4/5/2022,83895-90735-XH,L-L-0.5,4
RFH-64349-897,10/22/2019,61954-61462-RJ,E-D-0.5,3
TKL-20738-660,10/2/2021,47939-53158-LS,E-M-0.2,1
TKL-20738-660,10/2/2021,47939-53158-LS,A-L-0.2,1
TKL-20738-660,10/2/2021,47939-53158-LS,E-M-1,5
GOW-03198-575,3/13/2021,61513-27752-FA,A-D-0.5,4
QJB-90477-635,6/12/2022,89714-19856-WX,L-L-2.5,4
MWP-46239-785,4/27/2019,87979-56781-YV,L-M-0.2,5
QDV-03406-248,5/23/2019,74126-88836-KA,L-M-0.5,3
GPH-40635-105,7/14/2020,37397-05992-VO,A-M-1,1
JOM-80930-071,11/10/2021,54904-18397-UD,L-D-1,6
OIL-26493-755,8/31/2021,19017-95853-EK,A-M-0.5,1
CYV-13426-645,7/6/2019,88593-59934-VU,E-D-1,1
WRP-39846-614,3/4/2022,47493-68564-YM,A-L-2.5,5
VDZ-76673-968,12/31/2020,82246-82543-DW,E-D-0.5,2
VTV-03546-175,7/31/2020,03384-62101-IY,A-L-2.5,5
GHR-72274-715,5/24/2021,86881-41559-OR,L-D-1,1
ZGK-97262-313,7/16/2022,02536-18494-AQ,E-M-2.5,3
ZFS-30776-804,2/5/2021,58638-01029-CB,A-L-0.5,5
QUU-91729-492,7/29/2021,90312-11148-LA,A-D-0.2,4
PVI-72795-960,3/17/2022,68239-74809-TF,E-L-2.5,3
PPP-78935-365,2/11/2021,91074-60023-IP,E-D-1,4
JUO-34131-517,2/13/2019,07972-83748-JI,L-D-1,6
ZJE-89333-489,5/13/2022,08694-57330-XR,L-D-2.5,1
LOO-35324-159,5/19/2020,68412-11126-YJ,A-L-0.2,4
JBQ-93412-846,4/27/2022,69037-66822-DW,E-L-2.5,4
EHX-66333-637,9/9/2020,01297-94364-XH,L-M-0.5,2
WXG-25759-236,3/10/2021,39919-06540-ZI,E-L-2.5,2
QNA-31113-984,4/7/2019,60512-78550-WS,L-M-0.2,4
ZWI-52029-159,7/12/2020,40172-12000-AU,L-M-1,3
ZWI-52029-159,7/12/2020,40172-12000-AU,E-M-1,2
DFS-49954-707,12/21/2021,39019-13649-CL,E-D-0.2,5
VYP-89830-878,10/4/2020,12715-05198-QU,A-M-2.5,2
AMT-40418-362,8/8/2020,04513-76520-QO,L-D-1,1
NFQ-23241-793,10/11/2020,88446-59251-SQ,A-M-1,3
JQK-64922-985,11/10/2021,23779-10274-KN,R-M-2.5,3
YET-17732-678,6/20/2021,57235-92842-DK,R-D-0.2,1
NKW-24945-846,10/4/2021,75977-30364-AY,A-D-2.5,5
VKA-82720-513,6/24/2019,12299-30914-NG,A-M-2.5,6
THA-60599-417,10/26/2019,59971-35626-YJ,A-M-2.5,3
MEK-39769-035,6/27/2021,15380-76513-PS,R-D-2.5,3
JAF-18294-750,9/6/2019,73564-98204-EY,R-D-2.5,6
TME-59627-221,4/30/2021,72282-40594-RX,L-L-2.5,6
UDG-65353-824,1/7/2020,17514-94165-RJ,E-M-0.5,4
ENQ-42923-176,1/11/2021,56248-75861-JX,A-L-0.5,3
CBT-55781-720,11/15/2021,97855-54761-IS,E-D-0.5,3
NEU-86533-016,6/3/2019,96544-91644-IT,R-D-0.2,6
BYU-58154-603,12/17/2020,51971-70393-QM,E-D-0.5,4
EHJ-05910-257,2/7/2021,06812-11924-IK,R-D-1,6
EIL-44855-309,3/15/2021,59741-90220-OW,R-D-0.5,5
HCA-87224-420,8/4/2022,62682-27930-PD,E-M-0.5,5
ABO-29054-365,1/19/2019,00256-19905-YG,A-M-0.5,6
TKN-58485-031,3/23/2022,38890-22576-UI,R-D-1,2
RCK-04069-371,10/7/2021,94573-61802-PH,E-L-2.5,2
IRJ-67095-738,3/20/2019,86447-02699-UT,E-M-2.5,2
VEA-31961-977,12/15/2021,51432-27169-KN,E-D-0.5,3
BAF-42286-205,6/8/2022,43074-00987-PB,R-M-2.5,4
WOR-52762-511,12/14/2019,04739-85772-QT,E-L-2.5,6
ZWK-03995-815,4/10/2021,28279-78469-YW,E-M-2.5,2
CKF-43291-846,3/10/2020,91829-99544-DS,E-L-2.5,1
RMW-74160-339,10/16/2020,38978-59582-JP,R-L-2.5,4
FMT-94584-786,10/8/2019,86504-96610-BH,A-L-1,2
NWT-78222-575,12/31/2019,75986-98864-EZ,A-D-0.2,1
EOI-02511-919,3/20/2020,66776-88682-RG,E-L-0.2,5
EOI-02511-919,3/20/2020,66776-88682-RG,A-D-0.5,5
UCT-03935-589,3/29/2021,85851-78384-DM,R-D-0.5,6
SBI-60013-494,11/12/2021,55232-81621-BX,E-M-0.2,2
QRA-73277-814,7/20/2021,80310-92912-JA,A-L-0.5,4
EQE-31648-909,1/18/2019,19821-05175-WZ,E-D-0.5,5
QOO-24615-950,8/7/2019,01338-83217-GV,R-M-2.5,3
WDV-73864-037,3/13/2022,66044-25298-TA,L-M-0.5,5
PKR-88575-066,5/17/2022,28728-47861-TZ,E-L-0.2,1
BWR-85735-955,12/14/2019,32638-38620-AX,L-M-1,3
YFX-64795-136,1/15/2020,83163-65741-IH,L-M-2.5,1
DDO-71442-967,4/12/2019,89422-58281-FD,L-D-0.2,5
ILQ-11027-588,3/29/2020,76293-30918-DQ,E-D-1,6
KRZ-13868-122,3/24/2022,86779-84838-EJ,E-L-1,3
VRM-93594-914,7/21/2021,66806-41795-MX,E-D-0.5,5
HXL-22497-359,8/6/2019,64875-71224-UI,A-L-1,3
NOP-21394-646,5/23/2021,16982-35708-BZ,E-L-0.5,6
NOP-21394-646,5/23/2021,16982-35708-BZ,L-D-2.5,2
NOP-21394-646,5/23/2021,16982-35708-BZ,L-D-2.5,3
NOP-21394-646,5/23/2021,16982-35708-BZ,L-L-0.5,4
NOP-21394-646,5/23/2021,16982-35708-BZ,E-M-1,3
FTV-77095-168,4/8/2021,66708-26678-QK,L-L-0.5,6
BOR-02906-411,10/17/2021,08743-09057-OO,L-D-2.5,6
WMP-68847-770,2/16/2022,37490-01572-JW,L-L-0.2,1
TMO-22785-872,7/15/2020,01811-60350-CU,E-M-1,6
TJG-73587-353,2/22/2020,24766-58139-GT,R-D-0.2,3
OOU-61343-455,1/15/2021,90123-70970-NY,A-M-1,2
RMA-08327-369,1/11/2021,93809-05424-MG,A-M-0.5,6
SFB-97929-779,4/8/2022,85425-33494-HQ,E-D-0.5,4
AUP-10128-606,10/1/2020,54387-64897-XC,A-M-0.5,1
YTW-40242-005,10/28/2019,01035-70465-UO,L-D-1,4
PRP-53390-819,3/28/2021,84260-39432-ML,E-L-0.5,6
GSJ-01065-125,3/31/2020,69779-40609-RS,E-D-0.2,4
YQU-65147-580,3/26/2022,80247-70000-HT,R-D-2.5,1
QPM-95832-683,11/6/2019,35058-04550-VC,L-L-1,2
BNQ-88920-567,12/30/2019,27226-53717-SY,L-D-0.2,6
PUX-47906-110,10/1/2021,02002-98725-CH,L-M-1,4
COL-72079-610,12/9/2020,38487-01549-MV,E-L-0.5,4
LBC-45686-819,5/1/2021,98573-41811-EQ,A-M-1,5
BLQ-03709-265,8/4/2022,72463-75685-MV,R-L-0.2,3
BLQ-03709-265,8/4/2022,72463-75685-MV,R-M-0.2,5
VFZ-91673-181,11/13/2021,10225-91535-AI,A-L-1,6
WKD-81956-870,9/16/2020,48090-06534-HI,L-D-0.5,3
TNI-91067-006,10/5/2020,80444-58185-FX,E-L-1,4
IZA-61469-812,1/6/2020,13561-92774-WP,L-D-2.5,4
PSS-22466-862,5/21/2021,11550-78378-GE,R-L-0.2,4
REH-56504-397,2/26/2020,90961-35603-RP,A-M-2.5,5
ALA-62598-016,2/19/2020,57145-03803-ZL,R-D-0.2,6
EYE-70374-835,6/29/2021,89115-11966-VF,R-L-0.2,5
CCZ-19589-212,3/27/2021,05754-41702-FG,L-M-0.2,2
BPT-83989-157,10/27/2021,84269-49816-ML,A-M-2.5,2
YFH-87456-208,6/12/2019,23600-98432-ME,L-M-0.2,2
JLN-14700-924,6/28/2020,79058-02767-CP,L-L-0.2,5
JVW-22582-137,3/23/2021,89208-74646-UK,E-M-0.2,5
LAA-41879-001,2/10/2022,11408-81032-UR,L-L-2.5,1
BRV-64870-915,4/16/2019,32070-55528-UG,L-L-2.5,5
RGJ-12544-083,2/12/2020,48873-84433-PN,L-D-2.5,3
JJX-83339-346,1/2/2022,32928-18158-OW,R-L-0.2,1
BIU-21970-705,12/7/2020,89711-56688-GG,R-M-2.5,2
ELJ-87741-745,2/20/2020,48389-71976-JB,E-L-1,4
SGI-48226-857,6/11/2020,84033-80762-EQ,A-M-2.5,6
AHV-66988-037,9/8/2020,12743-00952-KO,R-M-2.5,2
ISK-42066-094,3/28/2020,41505-42181-EF,E-D-1,3
FTC-35822-530,10/10/2020,14307-87663-KB,E-D-0.5,4
VSS-56247-688,5/21/2022,08360-19442-GB,L-M-2.5,4
HVW-25584-144,4/30/2020,93405-51204-UW,L-L-0.2,5
MUY-15309-209,12/12/2021,97152-03355-IW,L-D-1,3
VAJ-44572-469,10/27/2020,79216-73157-TE,R-L-0.2,6
YJU-84377-606,7/7/2020,20259-47723-AC,A-D-1,1
VNC-93921-469,1/31/2020,04666-71569-RI,L-L-1,1
OGB-91614-810,2/18/2020,08909-77713-CG,R-M-0.2,1
BQI-61647-496,6/13/2021,84340-73931-VV,E-M-1,5
IOM-51636-823,8/6/2022,04609-95151-XH,A-D-1,3
GGD-38107-641,11/23/2021,99562-88650-YF,L-M-1,4
LTO-95975-728,10/13/2021,46560-73885-PJ,R-L-0.5,4
IGM-84664-265,8/31/2021,80179-44620-WN,R-L-0.5,3
SKO-45740-621,1/16/2020,04666-71569-RI,L-M-0.5,2
FOJ-02234-063,4/25/2022,59081-87231-VP,E-D-2.5,1
MSJ-11909-468,11/13/2021,07878-45872-CC,E-D-2.5,5
DKB-78053-329,6/8/2021,12444-05174-OO,R-M-0.2,2
DFZ-45083-941,11/21/2020,34665-62561-AU,R-L-2.5,1
OTA-40969-710,3/14/2019,77877-11993-QH,R-L-1,5
GRH-45571-667,8/16/2019,32291-18308-YZ,E-M-1,3
NXV-05302-067,4/22/2019,25754-33191-ZI,L-M-2.5,4
VZH-86274-142,5/2/2022,53120-45532-KL,R-L-1,5
KIX-93248-135,2/11/2020,36605-83052-WB,A-D-0.5,1
AXR-10962-010,3/28/2021,53683-35977-KI,E-D-1,2
IHS-71573-008,5/8/2021,07972-83134-NM,E-D-0.2,6
QTR-19001-114,11/21/2019,01035-70465-UO,A-D-1,2
WBK-62297-910,5/17/2021,25514-23938-IQ,A-D-0.2,2
OGY-19377-175,7/9/2019,49084-44492-OJ,E-D-0.5,1
ESR-66651-814,5/20/2020,76624-72205-CK,A-D-0.2,4
CPX-46916-770,8/27/2021,12729-50170-JE,R-L-1,6
MDC-03318-645,4/30/2022,43974-44760-QI,A-L-0.2,2
SFF-86059-407,6/3/2020,30585-48726-BK,A-M-2.5,1
SCL-94540-788,6/13/2022,16123-07017-TY,E-L-2.5,6
HVU-21634-076,6/10/2020,27723-45097-MH,R-L-2.5,4
XUS-73326-418,12/18/2020,37078-56703-AF,E-L-1,6
XWD-18933-006,8/31/2019,79420-11075-MY,A-L-0.2,2
HPD-65272-772,2/25/2019,57504-13456-UO,L-M-2.5,1
JEG-93140-224,2/7/2021,53751-57560-CN,E-M-0.5,5
NNH-62058-950,1/14/2021,96112-42558-EA,E-L-1,4
LTD-71429-845,2/24/2019,03157-23165-UB,A-L-0.5,1
MPV-26985-215,6/23/2019,51466-52850-AG,R-D-0.5,1
IYO-10245-081,5/9/2020,57145-31023-FK,E-M-2.5,3
BYZ-39669-954,7/18/2020,66408-53777-VE,L-L-2.5,1
EFB-72860-209,10/17/2019,53035-99701-WG,A-M-0.2,4
GMM-72397-378,5/16/2022,45899-92796-EI,R-L-0.2,4
LYP-52345-883,3/24/2021,17649-28133-PY,E-M-0.5,1
DFK-35846-692,11/3/2019,49612-33852-CN,R-D-0.2,5
XAH-93337-609,10/28/2021,66976-43829-YG,A-D-1,5
QKA-72582-644,12/16/2020,64852-04619-XZ,E-M-0.5,2
ZDK-84567-102,11/29/2021,58690-31815-VY,A-D-0.5,3
WAV-38301-984,3/20/2021,62863-81239-DT,A-D-0.5,5
KZR-33023-209,4/8/2022,21177-40725-CF,E-L-1,3
ULM-49433-003,8/14/2020,99421-80253-UI,E-M-1,2
SIB-83254-136,5/12/2019,45315-50206-DK,R-M-0.5,6
NOK-50349-551,3/3/2021,09595-95726-OV,R-D-0.5,3
YIS-96268-844,2/11/2020,60221-67036-TD,E-L-0.2,6
CXI-04933-855,4/27/2019,62923-29397-KX,E-L-2.5,6
IZU-90429-382,3/26/2022,33011-52383-BA,A-L-1,3
WIT-40912-783,9/28/2020,86768-91598-FA,L-D-0.2,4
PSD-57291-590,10/24/2019,37191-12203-MX,A-M-0.5,1
GOI-41472-677,8/4/2021,16545-76328-JY,E-D-2.5,4
KTX-17944-494,12/29/2019,74330-29286-RO,A-L-0.2,1
RDM-99811-230,11/27/2019,22349-47389-GY,L-M-0.2,5
JTU-55897-581,2/29/2020,70290-38099-GB,R-M-0.2,5
CRK-07584-240,1/31/2021,18741-72071-PP,A-M-1,3
MKE-75518-399,6/17/2022,62588-82624-II,A-M-1,3
AEL-51169-725,2/3/2020,37430-29579-HD,L-M-0.2,6
ZGM-83108-823,1/25/2022,84132-22322-QT,E-L-1,1
JBP-78754-392,4/30/2020,74330-29286-RO,E-M-2.5,6
RNH-54912-747,5/1/2021,37445-17791-NQ,R-M-0.5,1
JDS-33440-914,10/28/2021,58511-10548-ZU,R-M-1,3
SYX-48878-182,8/29/2021,47725-34771-FJ,R-D-1,5
ZGD-94763-868,12/27/2019,53086-67334-KT,E-L-2.5,1
CZY-70361-485,6/25/2019,83308-82257-UN,E-L-2.5,6
RJR-12175-899,3/2/2019,37274-08534-FM,E-D-0.5,3
ELB-07929-407,1/2/2022,54004-04664-AA,A-M-2.5,2
UJQ-54441-340,7/30/2019,26822-19510-SD,E-M-0.2,2
UJQ-54441-340,7/30/2019,26822-19510-SD,A-L-0.2,5
OWY-43108-475,12/5/2020,06432-73165-ML,A-M-0.2,6
GNO-91911-159,12/17/2020,96503-31833-CW,L-D-0.5,3
CNY-06284-066,6/26/2021,63985-64148-MG,E-D-0.2,5
OQS-46321-904,7/20/2019,19597-91185-CM,E-M-1,1
IBW-87442-480,7/14/2022,79814-23626-JR,A-L-2.5,1
DGZ-82537-477,8/14/2020,43439-94003-DW,R-D-1,5
LPS-39089-432,4/24/2019,97655-45555-LI,R-D-1,5
MQU-86100-929,6/4/2019,64418-01720-VW,L-L-0.5,4
XUR-14132-391,8/8/2022,96836-09258-RI,R-D-0.5,4
OVI-27064-381,11/13/2019,37274-08534-FM,R-D-0.5,3
SHP-17012-870,6/7/2020,69529-07533-CV,R-M-2.5,1
